zip,city,state,cat,pr_1,rv_1,pr_2,rv_2,pr_3,rv_3,pr_4,rv_4,avg_lat,avg_long,db_city
35016,Arab,AL,restaurants,4,19,7,55,0,0,0,0,34.33349599335067,-86.50098532396207,Arab
35016,Arab,AL,shopping,2,2,1,1,0,0,0,0,34.332485865027266,-86.5051003104325,Arab
35016,Arab,AL,localservices,0,0,0,0,0,0,0,0,34.344083,-86.487672,Arab
35071,Gardendale,AL,restaurants,11,99,10,275,0,0,0,0,33.65061821119743,-86.8180724324414,Gardendale
35071,Gardendale,AL,shopping,1,8,12,33,1,4,0,0,33.65335324767821,-86.81695546550404,Gardendale
35071,Gardendale,AL,localservices,0,0,0,0,0,0,0,0,33.658714300731404,-86.81604970754373,Gardendale
35210,Birmingham,AL,restaurants,25,549,5,255,0,0,0,0,33.52796994574866,-86.72059444872902,Birmingham
35210,Birmingham,AL,shopping,7,69,11,56,2,15,0,0,33.528773338084385,-86.71798111728305,Birmingham
35210,Birmingham,AL,localservices,0,0,1,3,0,0,0,0,33.53201436375592,-86.71308434298251,Birmingham
35674,Tuscumbia,AL,restaurants,8,77,2,34,0,0,1,9,34.71545531993946,-87.70237792296439,Tuscumbia
35674,Tuscumbia,AL,shopping,0,0,3,12,1,3,0,0,34.72832772905416,-87.69269613072319,Tuscumbia
35674,Tuscumbia,AL,localservices,0,0,0,0,0,0,0,0,34.7047441524378,-87.7006123081789,Tuscumbia
35677,Waterloo,AL,restaurants,0,0,0,0,0,0,0,0,34.91,-88.06,Waterloo
35677,Waterloo,AL,shopping,0,0,0,0,0,0,0,0,34.91,-88.06,Waterloo
35677,Waterloo,AL,localservices,0,0,0,0,0,0,0,0,34.91,-88.06,Waterloo
35806,Huntsville,AL,restaurants,31,1152,36,3006,4,590,0,0,34.74149608110167,-86.68080948348653,Huntsville
35806,Huntsville,AL,shopping,11,48,38,240,7,23,1,3,34.7380377651463,-86.67944657928658,Huntsville
35806,Huntsville,AL,localservices,2,2,3,17,1,7,0,0,34.73710407045008,-86.68327618205649,Huntsville
35972,Gallant,AL,restaurants,0,0,0,0,0,0,0,0,33.99,-86.22,Gallant
35972,Gallant,AL,shopping,0,0,0,0,0,0,0,0,34.0176697,-86.0826797,Gallant
35972,Gallant,AL,localservices,0,0,0,0,0,0,0,0,33.99,-86.22,Gallant
36088,Tuskegee,AL,restaurants,0,0,0,0,0,0,0,0,32.4179243475783,-85.7123675523651,Tuskegee Institute
36088,Tuskegee,AL,shopping,0,0,0,0,0,0,0,0,32.4280920624733,-85.7094486057758,Tuskegee Institute
36088,Tuskegee,AL,localservices,0,0,0,0,0,0,0,0,32.42,-85.71,Tuskegee Institute
36093,Wetumpka,AL,restaurants,0,0,1,14,0,0,0,0,32.4938108254235,-86.2110464836703,Wetumpka
36093,Wetumpka,AL,shopping,0,0,0,0,0,0,0,0,32.55166,-86.20016,Wetumpka
36093,Wetumpka,AL,localservices,0,0,0,0,0,0,0,0,32.4905986235962,-86.18201503808595,Wetumpka
36426,Brewton,AL,restaurants,5,17,4,37,0,0,0,0,31.131654694244624,-87.09863051377177,Brewton
36426,Brewton,AL,shopping,0,0,1,1,0,0,0,0,31.123339840543046,-87.09548586981654,Brewton
36426,Brewton,AL,localservices,0,0,0,0,0,0,0,0,31.1327416,-87.0599249,Brewton
36441,Flomaton,AL,restaurants,0,0,0,0,0,0,0,0,31.010627688960124,-87.26108517913201,Flomaton
36441,Flomaton,AL,shopping,0,0,0,0,0,0,0,0,31.01,-87.25,Flomaton
36441,Flomaton,AL,localservices,0,0,0,0,0,0,0,0,31.0193752595213,-87.2526566771714,Flomaton
36444,Franklin,AL,restaurants,0,0,0,0,0,0,0,0,31.71,-87.41,Franklin
36444,Franklin,AL,shopping,0,0,0,0,0,0,0,0,31.71,-87.41,Franklin
36444,Franklin,AL,localservices,0,0,0,0,0,0,0,0,31.71,-87.41,Franklin
36529,Deer Park,AL,restaurants,0,0,0,0,0,0,0,0,31.21,-88.31,Deer Park
36529,Deer Park,AL,shopping,0,0,0,0,0,0,0,0,31.21,-88.31,Deer Park
36529,Deer Park,AL,localservices,0,0,0,0,0,0,0,0,31.21,-88.31,Deer Park
36585,Wagarville,AL,restaurants,1,9,0,0,0,0,0,0,31.386908,-88.037925,Wagarville
36585,Wagarville,AL,shopping,0,0,0,0,0,0,0,0,31.44,-88.03,Wagarville
36585,Wagarville,AL,localservices,0,0,0,0,0,0,0,0,31.44,-88.03,Wagarville
36605,Mobile,AL,restaurants,4,13,2,45,0,0,0,0,30.61764695889234,-88.0884236754652,Mobile
36605,Mobile,AL,shopping,0,0,0,0,0,0,0,0,30.61550725097655,-88.07688222167971,Mobile
36605,Mobile,AL,localservices,0,0,0,0,0,0,0,0,30.63920085899225,-88.08194052277418,Mobile
36618,Mobile,AL,restaurants,7,35,4,23,0,0,0,0,30.73342022349685,-88.1759523785316,Mobile
36618,Mobile,AL,shopping,4,7,3,7,0,0,0,0,30.73109463655839,-88.17267175140178,Mobile
36618,Mobile,AL,localservices,0,0,0,0,0,0,0,0,30.727678040429684,-88.15589166116537,Mobile
36784,Thomasville,AL,restaurants,4,17,2,36,0,0,0,0,31.92796202536884,-87.73883549264406,Thomasville
36784,Thomasville,AL,shopping,0,0,0,0,0,0,0,0,31.91,-87.74,Thomasville
36784,Thomasville,AL,localservices,0,0,0,0,0,0,0,0,31.91,-87.74,Thomasville
36877,Smiths Station,AL,restaurants,2,14,3,21,0,0,0,0,32.52778923369969,-85.0906270237665,Smiths Station
36877,Smiths Station,AL,shopping,0,0,0,0,0,0,0,0,32.542172750000006,-85.0960673,Smiths Station
36877,Smiths Station,AL,localservices,0,0,0,0,0,0,0,0,32.52216825,-85.0835079,Smiths Station
99578,Eek,AK,restaurants,0,0,0,0,0,0,0,0,60.21,-162.03,Eek
99578,Eek,AK,shopping,0,0,0,0,0,0,0,0,60.21,-162.03,Eek
99578,Eek,AK,localservices,0,0,0,0,0,0,0,0,60.21,-162.03,Eek
99621,Kwethluk,AK,restaurants,0,0,0,0,0,0,0,0,60.79,-161.42,Kwethluk
99621,Kwethluk,AK,shopping,0,0,0,0,0,0,0,0,60.79,-161.42,Kwethluk
99621,Kwethluk,AK,localservices,0,0,0,0,0,0,0,0,60.79,-161.42,Kwethluk
99826,Gustavus,AK,restaurants,0,0,0,0,0,0,0,0,58.42,-135.78,Gustavus
99826,Gustavus,AK,shopping,0,0,0,0,0,0,0,0,58.42,-135.78,Gustavus
99826,Gustavus,AK,localservices,0,0,0,0,0,0,0,0,58.42,-135.78,Gustavus
85003,Phoenix,AZ,restaurants,0,0,0,0,0,0,0,0,33.45,-112.08,Phoenix
85003,Phoenix,AZ,shopping,0,0,0,0,0,0,0,0,33.45,-112.08,Phoenix
85003,Phoenix,AZ,localservices,0,0,0,0,0,0,0,0,33.45,-112.08,Phoenix
85021,Phoenix,AZ,restaurants,27,1294,20,2466,1,12,0,0,33.558849549622934,-112.10181093986854,Phoenix
85021,Phoenix,AZ,shopping,6,283,15,181,0,0,0,0,33.560531623349284,-112.10044954615937,Phoenix
85021,Phoenix,AZ,localservices,1,2,2,35,0,0,0,0,33.56331357763532,-112.09875443908962,Phoenix
85209,Mesa,AZ,restaurants,20,1436,13,1937,0,0,0,0,33.38114178250453,-111.65326403833352,Mesa
85209,Mesa,AZ,shopping,8,38,16,457,1,1,0,0,33.384694072790225,-111.66844417309056,Mesa
85209,Mesa,AZ,localservices,3,23,4,46,0,0,0,0,33.38121348950838,-111.64823629534878,Mesa
85335,El Mirage,AZ,restaurants,10,349,4,334,0,0,0,0,33.607542867398514,-112.32855335632556,El Mirage
85335,El Mirage,AZ,shopping,4,64,2,40,1,2,0,0,33.60597258832925,-112.33213627420177,El Mirage
85335,El Mirage,AZ,localservices,0,0,0,0,0,0,0,0,33.60199493309955,-112.32622794150905,El Mirage
86331,Jerome,AZ,restaurants,2,354,8,2593,0,0,0,0,34.75018820161074,-112.11562097340394,Jerome
86331,Jerome,AZ,shopping,3,8,13,77,7,93,1,46,34.75062533539049,-112.1152549537338,Jerome
86331,Jerome,AZ,localservices,0,0,1,4,0,0,0,0,34.7514022565321,-112.1164063729315,Jerome
86406,Lake Havasu Stadt,AZ,restaurants,5,89,2,140,0,0,0,0,34.46795372854354,-114.27974614029942,Lake Havasu City
86406,Lake Havasu Stadt,AZ,shopping,1,1,1,5,1,8,0,0,34.46072806738657,-114.27522168707621,Lake Havasu City
86406,Lake Havasu Stadt,AZ,localservices,1,10,1,5,0,0,0,0,34.46142909842337,-114.28330389783011,Lake Havasu City
86413,Golden Valley,AZ,restaurants,2,40,0,0,0,0,0,0,35.2224025705505,-114.21507202425725,Golden Valley
86413,Golden Valley,AZ,shopping,0,0,0,0,0,0,0,0,35.221447999999995,-114.1886665,Golden Valley
86413,Golden Valley,AZ,localservices,0,0,0,0,0,0,0,0,35.234237155039054,-114.21288459432621,Golden Valley
71646,Hamburg,AR,restaurants,0,0,0,0,0,0,0,0,33.2294305,-91.797069,Hamburg
71646,Hamburg,AR,shopping,0,0,0,0,0,0,0,0,33.23341,-91.79757,Hamburg
71646,Hamburg,AR,localservices,0,0,0,0,0,0,0,0,33.22,-91.79,Hamburg
71837,Fouke,AR,restaurants,0,0,0,0,0,0,0,0,33.2632968012906,-93.88559731619895,Fouke
71837,Fouke,AR,shopping,1,3,0,0,0,0,0,0,33.26178,-93.8852,Fouke
71837,Fouke,AR,localservices,0,0,0,0,0,0,0,0,33.26,-93.88,Fouke
71956,Mountain Pine,AR,restaurants,0,0,0,0,0,0,0,0,34.57,-93.17,Mountain Pine
71956,Mountain Pine,AR,shopping,0,0,0,0,0,0,0,0,34.57,-93.17,Mountain Pine
71956,Mountain Pine,AR,localservices,0,0,0,0,0,0,0,0,34.6732415673307,-93.2092253464104,Mountain Pine
72068,Higginson,AR,restaurants,0,0,0,0,0,0,0,0,35.19,-91.71,Higginson
72068,Higginson,AR,shopping,0,0,0,0,0,0,0,0,35.19,-91.71,Higginson
72068,Higginson,AR,localservices,0,0,0,0,0,0,0,0,35.19,-91.71,Higginson
72135,Roland,AR,restaurants,0,0,0,0,0,0,0,0,34.89,-92.52,Roland
72135,Roland,AR,shopping,0,0,0,0,0,0,0,0,34.89,-92.52,Roland
72135,Roland,AR,localservices,0,0,0,0,0,0,0,0,34.89,-92.52,Roland
72415,Black Rock,AR,restaurants,1,4,0,0,0,0,0,0,36.1057748,-91.1053583,Black Rock
72415,Black Rock,AR,shopping,0,0,0,0,0,0,0,0,36.1,-91.1,Black Rock
72415,Black Rock,AR,localservices,0,0,0,0,0,0,0,0,36.1,-91.1,Black Rock
72425,Delaplaine,AR,restaurants,0,0,0,0,0,0,0,0,36.23,-90.72,Delaplaine
72425,Delaplaine,AR,shopping,0,0,0,0,0,0,0,0,36.23,-90.72,Delaplaine
72425,Delaplaine,AR,localservices,0,0,0,0,0,0,0,0,36.23,-90.72,Delaplaine
72450,Paragould,AR,restaurants,20,144,10,109,0,0,0,0,36.05203461867201,-90.51108527168252,Paragould
72450,Paragould,AR,shopping,2,2,6,11,2,3,0,0,36.05680291728664,-90.50809142215387,Paragould
72450,Paragould,AR,localservices,0,0,0,0,0,0,0,0,36.06184050585548,-90.50806229686998,Paragould
72459,Ravenden,AR,restaurants,0,0,0,0,0,0,0,0,36.23,-91.25,Ravenden
72459,Ravenden,AR,shopping,0,0,0,0,0,0,0,0,36.23,-91.25,Ravenden
72459,Ravenden,AR,localservices,0,0,0,0,0,0,0,0,36.23,-91.25,Ravenden
72569,Poughkeepsie,AR,restaurants,0,0,0,0,0,0,0,0,36.15,-91.4,Poughkeepsie
72569,Poughkeepsie,AR,shopping,0,0,0,0,0,0,0,0,36.15,-91.4,Poughkeepsie
72569,Poughkeepsie,AR,localservices,0,0,0,0,0,0,0,0,36.15,-91.4,Poughkeepsie
72577,Sidney,AR,restaurants,0,0,0,0,0,0,0,0,36.0,-91.65,Sidney
72577,Sidney,AR,shopping,0,0,0,0,0,0,0,0,36.0,-91.65,Sidney
72577,Sidney,AR,localservices,0,0,0,0,0,0,0,0,36.0,-91.65,Sidney
72633,Everton,AR,restaurants,0,0,0,0,0,0,0,0,36.15,-92.9,Everton
72633,Everton,AR,shopping,0,0,0,0,0,0,0,0,36.15,-92.9,Everton
72633,Everton,AR,localservices,0,0,0,0,0,0,0,0,36.15,-92.9,Everton
72940,Huntington,AR,restaurants,0,0,0,0,0,0,0,0,35.084624,-94.263027,Huntington
72940,Huntington,AR,shopping,0,0,0,0,0,0,0,0,35.08,-94.26,Huntington
72940,Huntington,AR,localservices,0,0,0,0,0,0,0,0,35.08,-94.26,Huntington
90039,Los Angeles,CA,restaurants,28,5704,31,17085,2,1723,0,0,34.11613745494881,-118.26105229703715,Los Angeles
90039,Los Angeles,CA,shopping,7,163,34,2329,5,69,1,10,34.11457190868714,-118.26058041039268,Los Angeles
90039,Los Angeles,CA,localservices,3,96,6,295,0,0,0,0,34.11458198624914,-118.2603363311092,Los Angeles
90047,Los Angeles,CA,restaurants,23,923,8,786,0,0,0,0,33.96159115917497,-118.30874906295486,Los Angeles
90047,Los Angeles,CA,shopping,5,30,9,71,1,43,1,26,33.96112722842998,-118.31103220086364,Los Angeles
90047,Los Angeles,CA,localservices,5,25,5,26,0,0,0,0,33.96348971408296,-118.30948550461736,Los Angeles
90062,Los Angeles,CA,restaurants,18,692,7,520,0,0,0,0,34.00854823600422,-118.30713192847804,Los Angeles
90062,Los Angeles,CA,shopping,2,36,5,52,0,0,0,0,34.0070495,-118.30820323,Los Angeles
90062,Los Angeles,CA,localservices,3,44,2,11,0,0,0,0,34.004809266557025,-118.3082213646751,Los Angeles
91042,Tujunga,CA,restaurants,19,2154,13,2053,0,0,0,0,34.249969567870046,-118.2825858944862,Tujunga
91042,Tujunga,CA,shopping,11,182,11,235,1,2,0,0,34.24988476240804,-118.28413894972128,Tujunga
91042,Tujunga,CA,localservices,5,140,2,45,0,0,0,0,34.25054251446062,-118.28558409689127,Tujunga
91325,Northridge,CA,restaurants,25,4098,18,3888,0,0,0,0,34.23178179763237,-118.52311050640992,Northridge
91325,Northridge,CA,shopping,11,449,14,398,1,11,2,10,34.23242926912849,-118.52058438688626,Northridge
91325,Northridge,CA,localservices,4,116,2,20,0,0,0,0,34.2334399067513,-118.52406084331705,Northridge
91768,Pomona,CA,restaurants,23,2330,11,656,2,1719,0,0,34.066365859442435,-117.77375526200169,Pomona
91768,Pomona,CA,shopping,9,76,5,51,3,64,2,6,34.06489338314863,-117.77506522257796,Pomona
91768,Pomona,CA,localservices,3,19,0,0,2,44,0,0,34.065962255060455,-117.77428379355001,Pomona
91790,West Covina,CA,restaurants,50,5851,23,7686,0,0,0,0,34.06391296809766,-117.9338044939032,West Covina
91790,West Covina,CA,shopping,14,208,46,1271,10,408,1,23,34.06734395812497,-117.93207294180037,West Covina
91790,West Covina,CA,localservices,4,134,6,148,1,40,0,0,34.067035967864754,-117.93480994709516,West Covina
