zip,city,state,cat,pr_1,rv_1,pr_2,rv_2,pr_3,rv_3,pr_4,rv_4,avg_lat,avg_long
11203,Brooklyn,NY,none,10,649,9,2225,0,0,0,0,40.65026352243123,-73.9332479046616
11204,Brooklyn,NY,none,13,1527,17,2684,1,77,0,0,40.61599313872603,-73.98820007689432
11205,Brooklyn,NY,none,8,2994,18,5987,3,365,0,0,40.69248443036995,-73.96617478517948
11206,Brooklyn,NY,none,7,1938,20,8772,0,0,1,162,40.70536729315844,-73.94053419788119
11207,Brooklyn,NY,none,2,101,3,629,0,0,0,0,40.68363926,-73.9046342
11208,Brooklyn,NY,none,4,158,2,348,0,0,0,0,40.679045297278336,-73.86914490101671
11209,Brooklyn,NY,none,15,2246,66,15452,3,501,0,0,40.62428221342387,-74.02907519789923
11210,Brooklyn,NY,none,9,548,11,980,0,0,0,0,40.63180818224021,-73.94927589649019
11211,Brooklyn,NY,none,10,3942,38,28569,5,4367,1,5127,40.714392927982225,-73.95404447892693
11212,Brooklyn,NY,none,8,296,7,145,0,0,0,0,40.66341782323874,-73.91761882664983
11213,Brooklyn,NY,none,26,635,26,739,2,334,1,11,40.67024091541231,-73.93638799848131
11214,Brooklyn,NY,none,35,3854,30,4962,1,142,0,0,40.60241294267458,-73.99639934028723
11215,Brooklyn,NY,none,24,5335,60,20294,4,1929,0,0,40.66698218906849,-73.98548752113841
11216,Brooklyn,NY,none,6,844,24,5354,0,0,0,0,40.68031624262137,-73.94915238557172
11217,Brooklyn,NY,none,7,1812,47,20021,2,626,0,0,40.680854094737796,-73.97804432590624
11218,Brooklyn,NY,none,5,565,31,6428,2,98,0,0,40.643557049807654,-73.97297878313877
11219,Brooklyn,NY,none,4,301,8,1116,2,318,0,0,40.630991928748074,-74.00382217375898
11220,Brooklyn,NY,none,19,3706,20,4666,0,0,0,0,40.63823443303916,-74.01250708675617
11221,Brooklyn,NY,none,7,914,12,1742,1,245,0,0,40.694473205315894,-73.92785779205046
11222,Brooklyn,NY,none,6,2341,34,10914,1,264,0,0,40.726196521594375,-73.95128871748754
11223,Brooklyn,NY,none,8,3831,19,2758,1,116,0,0,40.5995009739083,-73.97213348708888
11224,Brooklyn,NY,none,4,1270,7,1837,0,0,0,0,40.57540091606361,-73.98064985484211
11225,Brooklyn,NY,none,21,1484,30,3801,1,67,1,36,40.66228632967656,-73.95650032641737
11226,Brooklyn,NY,none,9,827,16,3689,0,0,0,0,40.64695455064719,-73.95967196302178
11228,Brooklyn,NY,none,3,394,7,913,0,0,0,0,40.61732428245227,-74.01071113454896
11229,Brooklyn,NY,none,19,2342,17,2061,1,194,1,74,40.60085458983112,-73.94857503460028
11230,Brooklyn,NY,none,6,365,13,5214,4,328,0,0,40.62410228679048,-73.96361720761827
11231,Brooklyn,NY,none,5,812,38,14217,0,0,0,0,40.679812361474006,-74.00045206211821
11232,Brooklyn,NY,none,15,2330,10,1358,0,0,0,0,40.65496321442055,-74.00309862379157
11233,Brooklyn,NY,none,12,1190,19,4411,0,0,0,0,40.68225219558557,-73.92636082600269
11234,Brooklyn,NY,none,5,454,21,2531,3,127,0,0,40.61747985822296,-73.92152054957705
11235,Brooklyn,NY,none,20,3000,46,8567,6,746,3,403,40.584100165510954,-73.95158212420874
11236,Brooklyn,NY,none,32,579,15,564,0,0,0,0,40.640195965229296,-73.90420911840401
11237,Brooklyn,NY,none,23,3246,40,8670,1,230,0,0,40.70370583205545,-73.92178735484019
11238,Brooklyn,NY,none,11,3089,41,15984,2,702,0,0,40.677534777332,-73.9634392710298
11239,Brooklyn,NY,none,5,125,11,1645,0,0,0,0,40.65094227056653,-73.87517115506795
11241,Brooklyn,NY,none,1,43,0,0,0,0,0,0,40.69361,-73.99086
11242,Brooklyn,NY,none,0,0,1,14,0,0,0,0,40.69328505,-73.99080845
11243,Brooklyn,NY,none,0,0,1,3,0,0,0,0,40.685358386344795,-73.9777510314178
11249,Brooklyn,NY,none,4,661,36,13430,5,3064,0,0,40.71769674188534,-73.96044147456044
11004,Glen Oaks,NY,none,16,1123,7,717,0,0,0,0,40.741098075161524,-73.71232579329934
11005,Floral Park,NY,none,0,0,1,12,0,0,0,0,40.75797145,-73.71387785
11101,Long Island City,NY,none,1,164,16,8464,1,261,0,0,40.74662551069102,-73.94685109748421
11102,Astoria,NY,none,8,1430,27,8397,1,56,0,0,40.7695573383165,-73.92207865869614
11103,Astoria,NY,none,17,3665,47,20788,3,697,0,0,40.763649670921374,-73.91566720738409
11104,Sunnyside,NY,none,31,2947,34,6358,0,0,0,0,40.74349448675119,-73.92100169859175
11105,Astoria,NY,none,11,3028,38,14860,3,1456,0,0,40.77513036121759,-73.91119089325316
11106,Astoria,NY,none,19,3963,47,18006,1,232,0,0,40.760807912443816,-73.92563002038239
11109,Long Island City,NY,none,0,0,5,4238,1,699,0,0,40.74596398233067,-73.95732582032478
11351,Flushing,NY,none,1,2,0,0,0,0,1,3,40.7725951611328,-73.82857998901365
11354,Flushing,NY,none,22,9769,49,18361,5,1883,0,0,40.761450618433194,-73.82839299240301
11355,Flushing,NY,none,13,2952,18,5378,1,359,0,0,40.75360776619195,-73.82463544739196
11356,College Point,NY,none,20,909,20,2045,2,210,0,0,40.78408591238273,-73.84201053636141
11357,Whitestone,NY,none,19,2001,27,2931,0,0,1,41,40.78688702245394,-73.80956756876486
11358,Flushing,NY,none,8,1413,32,8111,0,0,0,0,40.760522256919316,-73.79588345012796
11360,Bayside,NY,none,2,167,8,1365,1,43,0,0,40.78265028787901,-73.78155498811819
11361,Bayside,NY,none,15,1854,61,17514,1,339,1,438,40.76230281831296,-73.77141976486797
11362,Little Neck,NY,none,12,861,20,3671,5,1637,0,0,40.76666782758838,-73.73596318812416
11363,Little Neck,NY,none,5,241,4,400,1,160,0,0,40.769424129006175,-73.74355251447588
11364,Oakland Gardens,NY,none,15,1258,17,2636,1,112,0,0,40.746014919605365,-73.75847019343594
11365,Fresh Meadows,NY,none,14,1830,12,2091,0,0,0,0,40.73816082120428,-73.7908610162798
11366,Fresh Meadows,NY,none,3,423,7,2038,0,0,0,0,40.72733538419281,-73.78654409127151
11367,Flushing,NY,none,6,555,8,1251,0,0,0,0,40.72810378229993,-73.81717242448748
11368,Corona,NY,none,8,1175,5,1540,2,1206,0,0,40.748961308697574,-73.85707988692559
11369,East Elmhurst,NY,none,2,193,3,435,0,0,0,0,40.763056660000004,-73.87583962
11370,East Elmhurst,NY,none,0,0,2,1155,0,0,0,0,40.763847915115,-73.89568408934346
11371,Flushing,NY,none,3,320,13,1217,1,36,0,0,40.771966137564704,-73.8697724387947
11372,Jackson Heights,NY,none,21,4299,29,8096,0,0,0,0,40.749593521682506,-73.88726506143189
11373,Elmhurst,NY,none,22,6411,29,6960,0,0,0,0,40.74061461886931,-73.8801785504631
11374,Rego Park,NY,none,5,392,22,4878,2,793,0,0,40.72696226636245,-73.86475164991542
11375,Forest Hills,NY,none,13,2835,64,22600,4,1301,0,0,40.71874467138721,-73.84517510375366
11377,Woodside,NY,none,5,1128,19,7223,0,0,0,0,40.74471916840864,-73.90943682791554
11378,Maspeth,NY,none,3,645,8,1709,0,0,0,0,40.72839372727273,-73.89580971818181
11379,Middle Village,NY,none,7,465,5,520,0,0,0,0,40.71835805538873,-73.8782115961645
11385,Ridgewood,NY,none,11,1280,20,3677,0,0,0,0,40.70306295080816,-73.89899440600124
11411,Cambria Heights,NY,none,8,72,6,107,0,0,0,0,40.694116024487826,-73.736807845023
11412,Saint Albans,NY,none,12,253,6,182,0,0,0,0,40.69890345973857,-73.75873567270447
11413,Springfield Gardens,NY,none,6,199,4,269,0,0,0,0,40.67542520933482,-73.74763262312304
11414,Howard Beach,NY,none,11,972,28,3388,3,369,1,123,40.65852967199211,-73.84086026861424
11415,Kew Gardens,NY,none,24,1967,10,1763,0,0,0,0,40.70880510863127,-73.83047108576075
11416,Ozone Park,NY,none,3,108,9,479,0,0,0,0,40.68531358118566,-73.84838628869224
11417,Ozone Park,NY,none,14,826,10,778,0,0,0,0,40.67866421336565,-73.84173369477499
11418,Richmond Hill,NY,none,4,226,10,886,0,0,0,0,40.701048923511095,-73.83319775062091
11419,South Richmond Hill,NY,none,8,530,15,1411,1,10,0,0,40.68888402399073,-73.82298648462995
11420,South Ozone Park,NY,none,10,715,5,548,2,550,0,0,40.67461346699949,-73.81699737097614
11421,Woodhaven,NY,none,10,268,12,591,0,0,0,0,40.69269435167233,-73.85774958808251
11422,Rosedale,NY,none,4,164,10,965,0,0,0,0,40.665525182277065,-73.7342755094615
11423,Hollis,NY,none,5,437,2,49,0,0,0,0,40.7152094015503,-73.76543277125243
11426,Bellerose,NY,none,8,435,11,933,0,0,0,0,40.735174950416145,-73.71880876259773
11427,Queens Village,NY,none,4,85,7,874,0,0,0,0,40.72911373820899,-73.74592900221816
11428,Queens Village,NY,none,17,617,5,295,0,0,0,0,40.71926025799608,-73.73912779323422
11429,Queens Village,NY,none,8,171,2,65,0,0,0,0,40.709068550000005,-73.74091218333334
11430,Jamaica,NY,none,6,267,24,3269,2,30,0,0,40.646881207793186,-73.78090768214327
11432,Jamaica,NY,none,23,1799,16,1359,0,0,0,0,40.711176326522015,-73.79422771191217
11433,Jamaica,NY,none,2,21,0,0,0,0,0,0,40.697675000000004,-73.792307
11434,Jamaica,NY,none,2,57,7,1232,0,0,0,0,40.67972602967871,-73.77518645379661
11435,Jamaica,NY,none,15,761,12,1344,0,0,0,0,40.70290089194488,-73.8102727086044
11436,Jamaica,NY,none,6,84,6,232,0,0,0,0,40.6736877874359,-73.79447448485988
11439,Jamaica,NY,none,1,1,1,5,0,0,0,0,40.721657346185395,-73.79556745718125
11691,Far Rockaway,NY,none,12,194,7,65,0,0,1,8,40.60166584544919,-73.7544848739771
11692,Arverne,NY,none,5,148,3,187,0,0,0,0,40.591934003019226,-73.79636302926401
11693,Far Rockaway,NY,none,17,668,10,1155,0,0,0,0,40.58929310544589,-73.8153567679142
11694,Rockaway Park,NY,none,14,278,23,1454,2,49,0,0,40.580764450051,-73.83547487040516
11697,Breezy Point,NY,none,2,26,1,35,1,86,0,0,40.558619188411555,-73.91428547541682
10451,Bronx,NY,none,8,344,13,1188,0,0,1,86,40.822272842326406,-73.92331531065705
10452,Bronx,NY,none,26,543,10,332,0,0,0,0,40.83714408382719,-73.91976549639934
10454,Bronx,NY,none,5,168,15,1627,0,0,0,0,40.80689072046255,-73.92254096244653
10455,Bronx,NY,none,1,120,3,253,0,0,0,0,40.81628413138725,-73.9143846093725
10456,Bronx,NY,none,0,0,1,173,0,0,0,0,40.829745,-73.91821999999999
10457,Bronx,NY,none,1,30,0,0,0,0,0,0,40.8470732,-73.8972239
10458,Bronx,NY,none,20,1186,30,4830,1,233,0,0,40.85717531284923,-73.88816569726146
10459,Bronx,NY,none,14,145,3,38,0,0,0,0,40.82412574205135,-73.89416950685819
10460,Bronx,NY,none,0,0,1,88,0,0,0,0,40.84635957688625,-73.88514691857961
10461,Bronx,NY,none,16,1197,23,3610,1,42,0,0,40.84672780409462,-73.84278794973422
10462,Bronx,NY,none,9,1325,17,2350,0,0,0,0,40.84262430847056,-73.85747151779661
10463,Bronx,NY,none,8,747,34,5406,0,0,0,0,40.88374172350365,-73.90565508630397
10464,Bronx,NY,none,1,50,9,1739,8,2141,0,0,40.85029638550814,-73.78933983353197
10465,Bronx,NY,none,5,243,16,2420,1,18,0,0,40.82589537771865,-73.82190024632823
10466,Bronx,NY,none,8,373,4,394,0,0,0,0,40.891489596855834,-73.84533550818229
10467,Bronx,NY,none,7,485,3,236,0,0,0,0,40.87624831542991,-73.87361460613367
10468,Bronx,NY,none,7,545,4,961,0,0,0,0,40.865442054545454,-73.90196988181818
10469,Bronx,NY,none,10,250,14,1052,0,0,0,0,40.86819530580186,-73.84757002108682
10470,Bronx,NY,none,8,123,6,387,1,17,0,0,40.900218612123275,-73.86204263978911
10471,Bronx,NY,none,5,438,10,934,1,206,0,0,40.899938390747494,-73.9004031987637
10472,Bronx,NY,none,3,132,5,454,0,0,0,0,40.83010754336181,-73.86291598463646
10473,Bronx,NY,none,1,35,0,0,0,0,0,0,40.8228,-73.84867
10474,Bronx,NY,none,1,18,1,32,0,0,0,0,40.8142957952881,-73.88665059204101
10475,Bronx,NY,none,1,44,5,739,0,0,0,0,40.8681365897647,-73.82739122556684
10301,Staten Island,NY,none,4,558,10,2344,1,157,0,0,40.63531854483357,-74.08920506833998
10302,Staten Island,NY,none,10,636,11,1572,1,44,0,0,40.626987879773445,-74.13870362762673
10303,Staten Island,NY,none,2,95,5,474,0,0,0,0,40.6263945768283,-74.15986535749877
10304,Staten Island,NY,none,3,246,8,946,4,294,1,176,40.61744847280425,-74.08340554253483
10305,Staten Island,NY,none,1,63,19,3665,4,518,0,0,40.59872600948592,-74.08002221033608
10306,Staten Island,NY,none,10,580,27,3005,3,267,0,0,40.57317575001908,-74.11423579478627
10307,Staten Island,NY,none,4,76,14,697,1,94,1,167,40.51287560081358,-74.24235656594483
10308,Staten Island,NY,none,11,308,21,1569,3,468,0,0,40.54704470917875,-74.14998396736821
10309,Staten Island,NY,none,2,52,20,1697,5,426,0,0,40.53148486491099,-74.22505321905298
10310,Staten Island,NY,none,9,329,28,2090,2,281,0,0,40.63015142138251,-74.11674830713345
10311,Staten Island,NY,none,0,0,1,15,0,0,0,0,40.60544,-74.17962
10312,Staten Island,NY,none,13,435,28,2057,2,65,0,0,40.54666992163065,-74.17414667850562
10314,Staten Island,NY,none,3,429,24,3145,0,0,0,0,40.600735643644825,-74.15405225759594
